Date Received,Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Annual Base Salary $,Estimated Annual Bonus $,Estimated Annual Equity / RSU Value,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Synthetic-2026,"EVP, CISO",CISO / Head Security Level,Male,"Denver, CO, USA",Denver,North America,42,Yes,1000 - 4999 employees,Broadcasting / Media,Government / Municipality,Chief Technology Officer,USD (U.S. Dollar),505000,,,505000,,,1240000,"AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",35,Per request,No,,,No,Neither,No,No,Yes,No,Business Impact,Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,5,Establishing regulatory compliance and auditability for AI systems,"Intellectual property theft through AI platforms,Regulatory compliance violations",Other,"Identity/credential theft,Insider threats",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CISO,State of Texas
Synthetic-2026,"VP, CISO",CISO / Head Security Level,Male,"Washington, DC, USA",DMV,North America,45,Yes,1000 - 4999 employees,Cloud Security,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),255000,,,255000,,,280000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",8,At least quarterly,No,,,Yes,Corporate Directors & Officers (D&O) Policy,Yes,No,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,20,Managing third-party/vendor AI risk,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Integration with critical systems creating attack vectors","EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","Identity/credential theft,Insider threats",Very confident,"Lack of alignment on the role requirements,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CISO,project44
Synthetic-2026,"EVP, CISO",CISO / Head Security Level,Male,"Los Angeles, CA, USA",Los Angeles,North America,13,No,1000 - 4999 employees,Industrial / Manufacturing,Publicly Traded Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),370000,"$30,000","$690,000",370000,"$30,000","$690,000",1090000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",28,I do not report to the Board of Directors,Yes,"$65,000","$65,000",No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",None at this time,"API security,Identity/credential theft",Not confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CISO,CyberArk
Synthetic-2026,CSO,CISO / Head Security Level,Male,"Los Angeles, CA, USA",Los Angeles,North America,8,Yes,250 - 499 employees,HealthTech,Publicly Traded Company,CEO,USD (U.S. Dollar),295000,"$66,000",$0,295000,"$66,000",$0,340000,"AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",3,At least annually,Yes,"$175,000","$175,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,Yes,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,Monitoring and detection for AI-driven threats,Established and repeatable,1,Aligning AI security with enterprise risk management frameworks,"AI-generated content being used in social engineering attacks,Other,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security,Cloud misconfigurations,IoT/OT device vulnerabilities,Third party risk attacks",Not confident,"Lack of alignment on the role requirements,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CISO,Amazon
Synthetic-2026,"VP, CISO",CISO / Head Security Level,Male,"Atlanta, GA, USA",Atlanta,North America,75,Yes,250 - 499 employees,Retail,Privately Held Company,CEO,USD (U.S. Dollar),240000,"$10,000",,240000,"$10,000",,360000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations",3,At least semi-annually,Yes,"$50,000","$50,000",No,Neither,No,No,No,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Other,Developing but inconsistent,0,Defining clear accountability/ownership for AI risk across the business,"Integration with critical systems creating attack vectors,Intellectual property theft through AI platforms",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,API security",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth,Uncertainty in defining the right skills and profile for the role",No,Synthetic,CISO,Flexport
Synthetic-2026,Chief Information Security Officer,CISO / Head Security Level,Male,"San Antonio, USA",San Antonio,North America,93,Yes,1000 - 4999 employees,Banking / Financial Services,Privately Held Company,Chief Financial Officer,USD (U.S. Dollar),375000,,"$610,000",375000,,"$610,000",985000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",5,At least quarterly,No,,,No,Corporate Directors & Officers (D&O) Policy,No,Yes,No,No,"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Optimized and fully integrated,15,Aligning AI security with enterprise risk management frameworks,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,API security,Cloud misconfigurations,Insider threats,Ransomware",Very confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CISO,Medidata
Synthetic-2026,Chief Information Security Officer,CISO / Head Security Level,Male,"Grand Rapids, USA",Grand Rapids,North America,4,Yes,< 250 employees,Enterprise Software,Privately Held Company,CEO,USD (U.S. Dollar),200000,"$100,000",,200000,"$100,000",,255000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",7,Per request,No,,,No,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,10,Ensuring transparency and explainability of AI-driven decisions,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches","EU AI Act requirements (compliance-driven),ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Identity/credential theft,Insider threats,Other,Ransomware,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,CISO,Kaseya
Synthetic-2026,CISO,CISO / Head Security Level,Male,"Washington, DC, USA",DMV,North America,15,Yes,"5000 - 9,999 employees",Healthcare,Non-Profit,Chief Information Officer,USD (U.S. Dollar),335000,"$200,000",,335000,"$200,000",,580000,"AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Enterprise Risk,Fraud,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations",100,I do not report to the Board of Directors,Yes,"$50,000","$50,000",No,Corporate Directors & Officers (D&O) Policy,No,No,No,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",Yes,Third-party/vendor AI risk management,Initial / ad hoc efforts,5,Defining clear accountability/ownership for AI risk across the business,"AI-generated content being used in social engineering attacks,Integration with critical systems creating attack vectors",None at this time,"Phishing/social engineering,Ransomware",Not confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",No,Synthetic,CISO,Boston University
Synthetic-2026,CISO,CISO / Head Security Level,Male,"Seattle, WA, USA",Seattle,North America,5,Yes,"25,000+ employees",Leisure / Hospitality,Publicly Traded Company,COO / President,USD (U.S. Dollar),430000,"$342,000",,430000,"$342,000",,1090000,"AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Security Operations",250,I do not report to the Board of Directors,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics,Percentage of company revenue",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,3,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors","Internal / proprietary AI risk framework,None at this time","AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,Insider threats,Zero-day exploits",Very confident,Location (RTO) constraints limiting hiring,No,Synthetic,CISO,Boeing
Synthetic-2026,Global CISO,CISO / Head Security Level,Male,"London, UK",London,Europe & International,20,Yes,1000 - 4999 employees,Banking / Financial Services,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),370000,"$126,000","$319,000",370000,"$126,000","$319,000",815000,"AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",10,At least quarterly,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,No,"Attack Surface / Risk Assessment,Business Impact",No,Workforce training and upskilling on AI risks,Established and repeatable,3,Shadow AI,"AI decision-making in security tools creating blind spots,Integration with critical systems creating attack vectors",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,Cloud misconfigurations,Identity/credential theft,Phishing/social engineering,Ransomware",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CISO,Evolent Health
Synthetic-2026,VP & CISO,CISO / Head Security Level,Male,"Denver, CO, USA",Denver,North America,3,Yes,"25,000+ employees",Healthcare,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),380000,"$50,000","$435,000",380000,"$50,000","$435,000",865000,"AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",621,At least semi-annually,Yes,"$145,000","$145,000",No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),"Business Impact,Other,Percentage of company revenue",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,0,Managing third-party/vendor AI risk,"AI-generated content being used in social engineering attacks,Dependency on AI vendors with unclear security practices",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Third party risk attacks",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",I am the AI Security leader,Synthetic,CISO,Okta
